user,trace_no,time_slot,time_instant,poi_index,category,loglikeli
0,3,17,0,250,-,-36.315372
0,3,18,0,250,-,-37.048161
0,3,19,0,250,-,-37.776004
0,3,20,0,195,-,-40.403632
0,3,21,0,195,-,-40.971131
0,3,22,0,308,-,-46.002175
0,3,23,0,195,-,-49.298131
0,3,24,0,195,-,-49.839124
0,3,25,0,196,-,-54.053381
0,3,26,0,196,-,-54.965123
0,3,27,0,210,-,-58.280823
0,3,28,0,212,-,-61.511884
0,3,29,0,232,-,-65.993176
0,4,0,0,327,-,-5.656549
0,4,1,0,327,-,-6.075412
0,4,2,0,327,-,-6.528876
0,4,3,0,328,-,-11.874410
0,4,4,0,48,-,-14.577982
0,4,5,0,155,-,-18.488254
0,4,6,0,155,-,-18.799285
0,4,7,0,155,-,-19.149698
0,4,8,0,155,-,-19.431930
0,4,9,0,155,-,-19.746233
0,4,10,0,155,-,-20.058716
0,4,11,0,73,-,-23.692377
0,4,12,0,73,-,-23.997568
0,4,13,0,73,-,-24.304496
0,4,14,0,73,-,-24.645088
0,4,15,0,73,-,-24.967282
0,4,16,0,73,-,-25.324719
0,4,17,0,73,-,-25.681852
0,4,18,0,73,-,-26.041530
0,4,19,0,73,-,-26.374867
0,4,20,0,48,-,-30.646144
0,4,21,0,48,-,-30.952988
0,4,22,0,163,-,-37.910953
0,4,23,0,54,-,-41.939432
0,4,24,0,54,-,-42.422536
0,4,25,0,54,-,-42.903435
0,4,26,0,163,-,-45.470346
0,4,27,0,163,-,-45.803773
0,4,28,0,163,-,-46.139502
0,4,29,0,163,-,-46.473711
0,5,0,0,232,-,-3.965271
0,5,1,0,247,-,-11.920866
0,5,2,0,247,-,-12.392453
0,5,3,0,155,-,-18.868255
0,5,4,0,155,-,-19.235056
0,5,5,0,155,-,-19.527018
0,5,6,0,252,-,-23.179439
0,5,7,0,114,-,-27.850075
0,5,8,0,114,-,-28.159190
0,5,9,0,114,-,-28.458873
0,5,10,0,114,-,-28.765287
0,5,11,0,114,-,-29.057035
0,5,12,0,114,-,-29.368644
0,5,13,0,114,-,-29.684588
0,5,14,0,114,-,-29.976021
0,5,15,0,114,-,-30.281347
0,5,16,0,114,-,-30.567518
0,5,17,0,239,-,-36.811085
0,5,18,0,73,-,-40.592967
0,5,19,0,73,-,-40.926304
0,5,20,0,216,-,-45.878745
0,5,21,0,215,-,-49.977222
0,5,22,0,215,-,-50.089659
0,5,23,0,215,-,-50.207729
0,5,24,0,215,-,-50.320506
0,5,25,0,215,-,-50.437215
0,5,26,0,173,-,-55.999187
0,5,27,0,178,-,-62.085099
0,5,28,0,178,-,-62.347238
0,5,29,0,252,-,-66.885372
0,6,0,0,230,-,-4.462693
0,6,1,0,288,-,-8.828035
0,6,2,0,288,-,-9.456196
0,6,3,0,269,-,-13.334959
0,6,4,0,289,-,-16.675724
0,6,5,0,231,-,-20.158957
0,6,6,0,231,-,-21.007018
0,6,7,0,231,-,-21.823910
0,6,8,0,210,-,-25.087066
0,6,9,0,212,-,-28.306199
0,6,10,0,267,-,-31.670781
0,6,11,0,197,-,-38.262500
0,6,12,0,197,-,-38.609183
0,6,13,0,196,-,-43.976906
0,6,14,0,191,-,-48.697672
0,6,15,0,212,-,-51.974030
0,6,16,0,231,-,-54.969722
0,6,17,0,231,-,-55.819362
0,6,18,0,251,-,-60.888314
0,6,19,0,251,-,-61.357004
0,6,20,0,251,-,-61.818627
0,6,21,0,251,-,-62.286092
0,6,22,0,231,-,-66.074263
0,6,23,0,231,-,-66.928668
0,6,24,0,231,-,-67.765784
0,6,25,0,231,-,-68.618964
0,6,26,0,231,-,-69.470328
0,6,27,0,289,-,-72.839192
0,6,28,0,288,-,-76.788415
0,6,29,0,288,-,-77.472999
0,7,0,0,312,-,-6.535862
0,7,1,0,312,-,-6.650546
0,7,2,0,312,-,-6.789601
0,7,3,0,312,-,-7.000622
0,7,4,0,312,-,-7.128126
0,7,5,0,312,-,-7.259418
0,7,6,0,312,-,-7.377268
0,7,7,0,312,-,-7.540323
0,7,8,0,312,-,-7.689468
0,7,9,0,312,-,-7.876791
0,7,10,0,312,-,-8.010090
0,7,11,0,312,-,-8.136598
0,7,12,0,190,-,-15.723100
0,7,13,0,190,-,-16.814654
0,7,14,0,289,-,-20.166184
0,7,15,0,289,-,-20.746345
0,7,16,0,289,-,-21.375157
0,7,17,0,289,-,-21.981660
0,7,18,0,289,-,-22.583268
0,7,19,0,289,-,-23.180978
0,7,20,0,346,-,-30.025848
0,7,21,0,289,-,-33.693267
0,7,22,0,289,-,-34.300661
0,7,23,0,289,-,-34.898320
0,7,24,0,289,-,-35.483102
0,7,25,0,289,-,-36.076762
0,7,26,0,289,-,-36.668882
0,7,27,0,289,-,-37.267919
0,7,28,0,209,-,-41.799682
0,7,29,0,232,-,-46.519812
0,8,0,0,269,-,-3.825853
0,8,1,0,269,-,-4.640625
0,8,2,0,231,-,-7.741208
0,8,3,0,231,-,-8.588979
0,8,4,0,215,-,-13.404517
0,8,5,0,215,-,-13.520968
0,8,6,0,215,-,-13.646728
0,8,7,0,215,-,-13.758729
0,8,8,0,215,-,-13.872330
0,8,9,0,215,-,-13.986435
0,8,10,0,215,-,-14.105076
0,8,11,0,215,-,-14.224684
0,8,12,0,215,-,-14.346025
0,8,13,0,215,-,-14.465542
0,8,14,0,215,-,-14.585720
0,8,15,0,215,-,-14.703718
0,8,16,0,215,-,-14.825175
0,8,17,0,215,-,-14.941732
0,8,18,0,215,-,-15.058538
0,8,19,0,215,-,-15.174400
0,8,20,0,212,-,-20.493417
0,8,21,0,355,-,-31.344044
0,8,22,0,355,-,-32.278551
0,8,23,0,355,-,-32.797192
0,8,24,0,355,-,-33.257578
0,8,25,0,355,-,-33.746933
0,8,26,0,355,-,-34.228098
0,8,27,0,269,-,-38.053599
0,8,28,0,269,-,-38.903818
0,8,29,0,195,-,-41.555826
0,9,0,0,288,-,-3.852244
0,9,1,0,208,-,-10.070544
0,9,2,0,210,-,-13.453501
0,9,3,0,210,-,-14.152421
0,9,4,0,195,-,-16.789156
0,9,5,0,195,-,-17.347006
0,9,6,0,195,-,-17.893105
0,9,7,0,195,-,-18.421502
0,9,8,0,195,-,-18.963282
0,9,9,0,195,-,-19.519637
0,9,10,0,195,-,-20.076117
0,9,11,0,346,-,-26.993199
0,9,12,0,346,-,-27.746604
0,9,13,0,346,-,-28.503072
0,9,14,0,289,-,-32.170491
0,9,15,0,289,-,-32.750651
0,9,16,0,289,-,-33.379463
0,9,17,0,212,-,-36.776436
0,9,18,0,287,-,-41.415953
0,9,19,0,287,-,-42.091076
0,9,20,0,191,-,-47.026744
0,9,21,0,230,-,-51.472389
0,9,22,0,230,-,-51.933140
0,9,23,0,195,-,-54.835577
0,9,24,0,269,-,-58.504489
0,9,25,0,269,-,-59.350642
0,9,26,0,269,-,-60.191646
0,9,27,0,308,-,-64.797305
0,9,28,0,230,-,-69.961320
0,9,29,0,230,-,-70.455520
1,0,0,0,195,-,-3.859194
1,0,1,0,195,-,-4.301819
1,0,2,0,195,-,-4.749860
1,0,3,0,195,-,-5.229320
1,0,4,0,195,-,-5.655521
1,0,5,0,164,-,-11.732646
1,0,6,0,164,-,-12.434964
1,0,7,0,164,-,-13.127469
1,0,8,0,164,-,-13.831183
1,0,9,0,192,-,-17.801417
1,0,10,0,192,-,-18.885961
1,0,11,0,192,-,-19.991811
1,0,12,0,229,-,-24.644886
1,0,13,0,230,-,-29.482069
1,0,14,0,170,-,-33.305770
1,0,15,0,164,-,-37.278622
1,0,16,0,191,-,-41.600691
1,0,17,0,191,-,-42.850392
1,0,18,0,191,-,-44.094196
1,0,19,0,191,-,-45.332926
1,0,20,0,169,-,-48.693437
1,0,21,0,173,-,-52.925409
1,0,22,0,207,-,-57.104191
1,0,23,0,229,-,-61.382415
1,0,24,0,193,-,-65.553516
1,0,25,0,212,-,-71.571715
1,0,26,0,291,-,-77.743468
1,0,27,0,291,-,-78.046562
1,0,28,0,291,-,-78.328683
1,0,29,0,253,-,-84.831950
1,1,0,0,200,-,-5.978826
1,1,1,0,200,-,-6.748318
1,1,2,0,200,-,-7.474086
1,1,3,0,200,-,-8.198576
1,1,4,0,200,-,-8.892081
1,1,5,0,200,-,-9.630212
1,1,6,0,200,-,-10.361880
1,1,7,0,200,-,-11.065890
1,1,8,0,200,-,-11.805877
1,1,9,0,187,-,-18.240483
1,1,10,0,192,-,-21.377009
1,1,11,0,192,-,-22.482859
1,1,12,0,22,-,-31.904180
1,1,13,0,22,-,-32.106772
1,1,14,0,22,-,-32.334227
1,1,15,0,22,-,-32.526583
1,1,16,0,22,-,-32.733332
1,1,17,0,22,-,-32.927627
1,1,18,0,22,-,-33.104454
1,1,19,0,22,-,-33.300935
1,1,20,0,22,-,-33.485297
1,1,21,0,22,-,-33.652295
1,1,22,0,22,-,-33.819554
1,1,23,0,22,-,-34.008330
1,1,24,0,22,-,-34.176375
1,1,25,0,22,-,-34.355584
1,1,26,0,265,-,-39.401675
1,1,27,0,265,-,-39.570876
1,1,28,0,265,-,-39.767579
1,1,29,0,265,-,-39.906004
1,2,0,0,169,-,-4.073065
1,2,1,0,169,-,-5.097487
1,2,2,0,256,-,-13.711194
1,2,3,0,214,-,-17.360037
1,2,4,0,214,-,-17.603372
1,2,5,0,214,-,-17.875702
1,2,6,0,214,-,-18.128944
1,2,7,0,214,-,-18.371371
1,2,8,0,214,-,-18.600101
1,2,9,0,214,-,-18.856645
1,2,10,0,233,-,-23.184431
1,2,11,0,233,-,-23.635879
1,2,12,0,233,-,-23.946454
1,2,13,0,233,-,-24.238685
1,2,14,0,233,-,-24.705192
1,2,15,0,233,-,-25.121506
1,2,16,0,233,-,-25.626779
1,2,17,0,233,-,-26.073040
1,2,18,0,233,-,-26.543708
1,2,19,0,277,-,-30.823695
1,2,20,0,233,-,-34.328181
1,2,21,0,129,-,-37.208595
1,2,22,0,129,-,-37.833150
1,2,23,0,129,-,-38.415111
1,2,24,0,153,-,-43.867851
1,2,25,0,55,-,-47.507912
1,2,26,0,113,-,-50.505030
1,2,27,0,153,-,-53.494685
1,2,28,0,153,-,-54.154988
1,2,29,0,90,-,-59.867686
1,3,0,0,146,-,-3.808298
1,3,1,0,123,-,-8.486741
1,3,2,0,123,-,-8.908043
1,3,3,0,325,-,-12.824753
1,3,4,0,183,-,-16.021321
1,3,5,0,123,-,-18.710668
1,3,6,0,104,-,-22.619660
1,3,7,0,104,-,-22.742100
1,3,8,0,104,-,-22.861453
1,3,9,0,146,-,-25.808713
1,3,10,0,146,-,-26.273891
1,3,11,0,146,-,-26.735321
1,3,12,0,146,-,-27.198759
1,3,13,0,146,-,-27.663417
1,3,14,0,146,-,-28.117547
1,3,15,0,228,-,-33.659222
1,3,16,0,228,-,-34.852894
1,3,17,0,148,-,-38.162284
1,3,18,0,148,-,-39.327092
1,3,19,0,184,-,-45.206944
1,3,20,0,43,-,-50.623449
1,3,21,0,43,-,-50.780663
1,3,22,0,43,-,-50.939009
1,3,23,0,43,-,-51.097442
1,3,24,0,130,-,-56.266937
1,3,25,0,130,-,-56.604936
1,3,26,0,239,-,-62.097195
1,3,27,0,239,-,-62.837578
1,3,28,0,239,-,-63.598825
1,3,29,0,239,-,-64.480675
1,4,0,0,84,-,-5.198451
1,4,1,0,84,-,-6.229151
1,4,2,0,30,-,-9.674730
1,4,3,0,30,-,-10.272375
1,4,4,0,252,-,-12.000830
1,4,5,0,174,-,-14.617027
1,4,6,0,174,-,-15.236616
1,4,7,0,174,-,-15.783136
1,4,8,0,174,-,-16.431680
1,4,9,0,174,-,-17.042067
1,4,10,0,174,-,-17.680873
1,4,11,0,174,-,-18.363767
1,4,12,0,174,-,-18.999696
1,4,13,0,114,-,-23.584470
1,4,14,0,114,-,-23.963306
1,4,15,0,93,-,-29.640461
1,4,16,0,93,-,-30.359288
1,4,17,0,93,-,-31.073218
1,4,18,0,93,-,-31.788504
1,4,19,0,93,-,-32.470514
1,4,20,0,93,-,-33.168935
1,4,21,0,132,-,-40.178207
1,4,22,0,132,-,-40.547046
1,4,23,0,132,-,-40.915398
1,4,24,0,132,-,-41.299104
1,4,25,0,132,-,-41.693374
1,4,26,0,256,-,-48.841909
1,4,27,0,256,-,-49.191712
1,4,28,0,214,-,-52.925928
1,4,29,0,214,-,-53.194534
1,5,0,0,65,-,-6.650934
1,5,1,0,65,-,-6.888118
1,5,2,0,61,-,-10.708106
1,5,3,0,143,-,-13.574997
1,5,4,0,143,-,-14.141768
1,5,5,0,143,-,-14.709424
1,5,6,0,126,-,-19.737746
1,5,7,0,192,-,-22.979256
1,5,8,0,164,-,-26.971819
1,5,9,0,164,-,-27.673993
1,5,10,0,170,-,-31.744041
1,5,11,0,170,-,-32.847850
1,5,12,0,170,-,-33.921658
1,5,13,0,192,-,-37.307957
1,5,14,0,148,-,-40.655414
1,5,15,0,148,-,-41.823489
1,5,16,0,210,-,-46.748099
1,5,17,0,210,-,-47.615838
1,5,18,0,209,-,-52.146506
1,5,19,0,209,-,-52.969457
1,5,20,0,209,-,-53.784477
1,5,21,0,209,-,-54.600279
1,5,22,0,193,-,-59.919908
1,5,23,0,193,-,-60.458547
1,5,24,0,193,-,-60.974342
1,5,25,0,147,-,-66.711985
1,5,26,0,147,-,-66.982255
1,5,27,0,167,-,-72.110761
1,5,28,0,191,-,-75.901422
1,5,29,0,112,-,-82.032422
1,6,0,0,148,-,-4.094711
1,6,1,0,169,-,-7.441947
1,6,2,0,169,-,-8.449342
1,6,3,0,192,-,-11.835960
1,6,4,0,126,-,-15.471088
1,6,5,0,126,-,-16.758649
1,6,6,0,162,-,-21.881006
1,6,7,0,162,-,-22.404674
1,6,8,0,192,-,-27.013094
1,6,9,0,173,-,-31.181950
1,6,10,0,173,-,-32.071428
1,6,11,0,227,-,-36.456516
1,6,12,0,227,-,-38.074485
1,6,13,0,209,-,-43.588728
1,6,14,0,209,-,-44.384074
1,6,15,0,168,-,-48.708559
1,6,16,0,168,-,-49.711854
1,6,17,0,168,-,-50.722901
1,6,18,0,169,-,-54.041277
1,6,19,0,169,-,-55.023441
1,6,20,0,229,-,-59.820722
1,6,21,0,170,-,-63.376688
1,6,22,0,170,-,-64.438314
1,6,23,0,166,-,-67.815322
1,6,24,0,166,-,-68.812288
1,6,25,0,148,-,-72.184548
1,6,26,0,126,-,-75.755411
1,6,27,0,126,-,-77.056430
1,6,28,0,126,-,-78.349424
1,6,29,0,194,-,-83.515617
1,7,0,0,191,-,-4.411773
1,7,1,0,207,-,-8.156176
1,7,2,0,164,-,-11.988095
1,7,3,0,164,-,-12.700112
1,7,4,0,164,-,-13.404137
1,7,5,0,164,-,-14.108341
1,7,6,0,164,-,-14.810658
1,7,7,0,170,-,-18.880706
1,7,8,0,170,-,-19.955580
1,7,9,0,187,-,-23.667701
1,7,10,0,207,-,-27.062107
1,7,11,0,168,-,-30.384002
1,7,12,0,192,-,-33.793069
1,7,13,0,171,-,-37.643719
1,7,14,0,145,-,-41.771218
1,7,15,0,166,-,-45.653242
1,7,16,0,130,-,-51.114589
1,7,17,0,130,-,-51.456910
1,7,18,0,69,-,-57.254251
1,7,19,0,70,-,-62.314299
1,7,20,0,216,-,-66.208204
1,7,21,0,96,-,-70.399730
1,7,22,0,69,-,-74.635369
1,7,23,0,69,-,-74.984920
1,7,24,0,69,-,-75.335219
1,7,25,0,95,-,-81.040097
1,7,26,0,95,-,-81.479365
1,7,27,0,95,-,-81.919934
1,7,28,0,95,-,-82.353988
1,7,29,0,95,-,-82.833087
1,8,0,0,270,-,-7.779786
1,8,1,0,270,-,-8.025291
1,8,2,0,270,-,-8.267025
1,8,3,0,235,-,-12.291760
1,8,4,0,235,-,-12.813863
1,8,5,0,129,-,-15.696131
1,8,6,0,106,-,-21.407386
1,8,7,0,106,-,-22.074683
1,8,8,0,106,-,-22.778997
1,8,9,0,207,-,-27.074692
1,8,10,0,172,-,-31.968264
1,8,11,0,168,-,-35.413101
1,8,12,0,192,-,-38.822168
1,8,13,0,148,-,-42.169625
1,8,14,0,148,-,-43.327667
1,8,15,0,146,-,-47.158268
1,8,16,0,227,-,-51.553171
1,8,17,0,146,-,-55.033001
1,8,18,0,164,-,-60.040414
1,8,19,0,126,-,-64.319971
1,8,20,0,195,-,-70.101245
1,8,21,0,195,-,-70.562723
1,8,22,0,195,-,-71.036310
1,8,23,0,197,-,-76.533014
1,8,24,0,197,-,-76.883045
1,8,25,0,197,-,-77.232995
1,8,26,0,197,-,-77.577933
1,8,27,0,29,-,-82.952401
1,8,28,0,29,-,-83.851773
1,8,29,0,30,-,-87.192750
1,9,0,0,195,-,-3.859194
1,9,1,0,193,-,-8.692791
1,9,2,0,193,-,-9.211917
1,9,3,0,193,-,-9.749321
1,9,4,0,150,-,-14.653045
1,9,5,0,227,-,-18.098960
1,9,6,0,165,-,-21.494499
1,9,7,0,165,-,-22.533463
1,9,8,0,189,-,-27.850429
1,9,9,0,210,-,-32.461090
1,9,10,0,210,-,-33.342874
1,9,11,0,210,-,-34.241795
1,9,12,0,210,-,-35.124454
1,9,13,0,308,-,-40.940408
1,9,14,0,196,-,-45.533653
1,9,15,0,196,-,-46.659275
1,9,16,0,197,-,-51.723106
1,9,17,0,197,-,-52.047608
1,9,18,0,197,-,-52.382675
1,9,19,0,197,-,-52.713653
1,9,20,0,197,-,-53.045722
1,9,21,0,197,-,-53.390416
1,9,22,0,197,-,-53.733568
1,9,23,0,64,-,-61.170328
1,9,24,0,64,-,-61.946242
1,9,25,0,224,-,-65.186252
1,9,26,0,64,-,-68.357079
1,9,27,0,104,-,-72.782556
1,9,28,0,104,-,-72.909658
1,9,29,0,104,-,-73.053270
2,0,0,0,325,-,-4.111659
2,0,1,0,325,-,-5.054504
2,0,2,0,325,-,-6.011574
2,0,3,0,325,-,-7.017874
2,0,4,0,325,-,-8.048040
2,0,5,0,84,-,-12.838536
2,0,6,0,305,-,-17.035529
2,0,7,0,225,-,-20.200440
2,0,8,0,225,-,-21.466960
2,0,9,0,123,-,-24.151821
2,0,10,0,304,-,-28.043139
2,0,11,0,364,-,-33.244956
2,0,12,0,364,-,-33.745846
2,0,13,0,308,-,-38.655932
2,0,14,0,308,-,-39.299970
2,0,15,0,308,-,-39.947178
2,0,16,0,307,-,-43.687741
2,0,17,0,26,-,-46.545964
2,0,18,0,26,-,-46.978092
2,0,19,0,162,-,-49.833769
2,0,20,0,162,-,-50.446492
2,0,21,0,162,-,-51.069368
2,0,22,0,162,-,-51.698178
2,0,23,0,173,-,-57.376513
2,0,24,0,232,-,-61.256149
2,0,25,0,232,-,-62.110640
2,0,26,0,173,-,-64.506637
2,0,27,0,173,-,-65.666973
2,0,28,0,173,-,-66.847768
2,0,29,0,271,-,-70.266867
2,1,0,0,126,-,-4.261929
2,1,1,0,170,-,-7.574318
2,1,2,0,166,-,-10.977333
2,1,3,0,192,-,-14.339197
2,1,4,0,192,-,-15.598842
2,1,5,0,192,-,-16.863054
2,1,6,0,211,-,-21.450633
2,1,7,0,170,-,-24.806581
2,1,8,0,170,-,-25.862988
2,1,9,0,193,-,-29.483550
2,1,10,0,126,-,-33.098449
2,1,11,0,172,-,-38.074357
2,1,12,0,187,-,-41.747692
2,1,13,0,187,-,-43.248799
2,1,14,0,187,-,-44.728059
2,1,15,0,194,-,-49.377172
2,1,16,0,194,-,-49.775785
2,1,17,0,194,-,-50.177428
2,1,18,0,209,-,-57.783368
2,1,19,0,170,-,-61.287016
2,1,20,0,170,-,-62.343814
2,1,21,0,170,-,-63.416130
2,1,22,0,191,-,-67.112432
2,1,23,0,226,-,-72.747237
2,1,24,0,226,-,-73.989097
2,1,25,0,164,-,-77.170917
2,1,26,0,164,-,-77.903555
2,1,27,0,164,-,-78.587060
2,1,28,0,148,-,-83.099208
2,1,29,0,148,-,-84.240074
2,2,0,0,214,-,-4.808806
2,2,1,0,256,-,-8.133495
2,2,2,0,256,-,-8.755751
2,2,3,0,183,-,-16.067144
2,2,4,0,325,-,-18.605477
2,2,5,0,325,-,-19.589513
2,2,6,0,325,-,-20.598471
2,2,7,0,325,-,-21.594786
2,2,8,0,325,-,-22.557415
2,2,9,0,325,-,-23.552557
2,2,10,0,325,-,-24.572793
2,2,11,0,224,-,-27.793346
2,2,12,0,224,-,-28.709899
2,2,13,0,224,-,-29.636499
2,2,14,0,285,-,-32.940673
2,2,15,0,285,-,-33.668448
2,2,16,0,291,-,-42.858338
2,2,17,0,291,-,-43.057836
2,2,18,0,291,-,-43.251094
2,2,19,0,291,-,-43.469433
2,2,20,0,291,-,-43.660303
2,2,21,0,235,-,-47.796927
2,2,22,0,235,-,-48.297657
2,2,23,0,129,-,-51.310279
2,2,24,0,336,-,-55.183137
2,2,25,0,336,-,-56.456124
2,2,26,0,235,-,-59.502702
2,2,27,0,235,-,-60.019733
2,2,28,0,235,-,-60.544452
2,2,29,0,235,-,-61.078348
2,3,0,0,233,-,-4.549618
2,3,1,0,233,-,-4.781645
2,3,2,0,233,-,-5.042273
2,3,3,0,233,-,-5.284048
2,3,4,0,233,-,-5.564593
2,3,5,0,233,-,-5.826696
2,3,6,0,194,-,-10.607267
2,3,7,0,194,-,-11.016770
2,3,8,0,194,-,-11.420099
2,3,9,0,194,-,-11.825271
2,3,10,0,194,-,-12.224913
2,3,11,0,194,-,-12.619756
2,3,12,0,194,-,-13.008603
2,3,13,0,45,-,-17.112008
2,3,14,0,45,-,-17.603228
2,3,15,0,45,-,-18.119124
2,3,16,0,92,-,-21.942935
2,3,17,0,92,-,-22.253458
2,3,18,0,92,-,-22.576742
2,3,19,0,92,-,-22.885965
2,3,20,0,92,-,-23.203558
2,3,21,0,92,-,-23.551423
2,3,22,0,195,-,-28.562909
2,3,23,0,195,-,-28.928996
2,3,24,0,195,-,-29.278782
2,3,25,0,195,-,-29.645746
2,3,26,0,234,-,-35.598065
2,3,27,0,234,-,-36.075294
2,3,28,0,234,-,-36.548745
2,3,29,0,234,-,-37.045369
2,4,0,0,228,-,-5.018376
2,4,1,0,228,-,-6.404401
2,4,2,0,144,-,-12.441567
2,4,3,0,169,-,-16.288257
2,4,4,0,164,-,-20.383235
2,4,5,0,164,-,-21.082933
2,4,6,0,164,-,-21.771107
2,4,7,0,164,-,-22.493023
2,4,8,0,244,-,-27.216722
2,4,9,0,244,-,-27.721394
2,4,10,0,244,-,-28.238182
2,4,11,0,165,-,-34.169173
2,4,12,0,126,-,-37.933504
2,4,13,0,126,-,-39.548882
2,4,14,0,227,-,-43.071037
2,4,15,0,193,-,-46.548805
2,4,16,0,146,-,-50.280268
2,4,17,0,150,-,-54.238655
2,4,18,0,150,-,-55.336493
2,4,19,0,169,-,-58.923668
2,4,20,0,169,-,-59.968325
2,4,21,0,173,-,-64.300709
2,4,22,0,87,-,-69.998392
2,4,23,0,87,-,-70.702849
2,4,24,0,227,-,-74.611938
2,4,25,0,172,-,-79.516429
2,4,26,0,128,-,-84.432222
2,4,27,0,129,-,-88.602531
2,4,28,0,129,-,-89.366633
2,4,29,0,130,-,-93.711340
2,5,0,0,170,-,-3.921053
2,5,1,0,170,-,-5.016099
2,5,2,0,170,-,-6.106537
2,5,3,0,150,-,-10.552393
2,5,4,0,126,-,-14.146129
2,5,5,0,193,-,-17.636061
2,5,6,0,193,-,-18.691903
2,5,7,0,193,-,-19.698637
2,5,8,0,26,-,-26.864588
2,5,9,0,26,-,-27.328030
2,5,10,0,26,-,-27.774516
2,5,11,0,364,-,-31.637417
2,5,12,0,364,-,-32.138307
2,5,13,0,364,-,-32.648157
2,5,14,0,205,-,-35.815590
2,5,15,0,205,-,-36.371066
2,5,16,0,205,-,-36.926630
2,5,17,0,205,-,-37.477751
2,5,18,0,205,-,-38.034089
2,5,19,0,206,-,-45.024799
2,5,20,0,72,-,-47.801565
2,5,21,0,72,-,-48.256558
2,5,22,0,72,-,-48.686437
2,5,23,0,43,-,-52.435788
